Russian,Kubachin
Кушающий теленок не умирает,Букун къачча бубкIакIай
"а если и умрет, то на три дня позже","Букун къачча бубкIакIай, бибкIая гIябе гьитте бубкIай. Кушающий теленок не умирает,"
Иголкой могилу выкопает,Биппал ххяб укъан
Как нитка с иголкой,Биппабал дихан дикьле
Сладкие речи – ядовитое сердце,Бицце муле зарат укIве
Тихая кошка больше сала съедает,БягIна ккатадил гIяш ххвале букан
"Что закинешь, то и вынешь",Бишгьахьубил кабилтIан
"Где тонко, там и рвется",БакIул муссанил утту
От сваренного живот не крутит,Билхьунзибле кIултIа иццецихъу
"Думающий после того, как уже сделал",Бакьибжила пикре бийкьан
"Людям не угодишь, хоть свое сердце вынешь",БинисабтIин бакв укIве улий гIяхссив агатил
"Если огонь будет хоть в волчьем логове, он в темноте сидеть не станет","БицIла хъилиб цIа тибле, цIябгъле ужилласав"
Свои оставят и чужие не тронут,"Вагьлалдил ватал, улалдилъя вата"
Если своя собака не укусит и чужая не укусит,"Вагьла ххвил усасале, ула ххвилдил усасу"
"Свой чужим не станет, чужой – своим","Вагьла инсан уй агага, ула инсан вагьла агага"
Один бережливый лучше семерых приносящих,"Ве сабикъантажийа, са кабихьан гIяхвихвай"
"Мышке слезы, кошке свадьба","Васай бисса, читуй михъ"
"И мышка просит, чтобы в мельницу зерно носили",Васая шилкьанне ачIе дикъа букIузиб саб
Сытый голодного не поймет,Вилкъунилли кушсивла мягIна ахху
"Языкастый - на арбе, а владелец арбы - пешком","Укалжив мулилла вагь, хьва-хьвале укалла вагь"
"Не спрашивают, как долго делали, спрашивают о том, кто сделал","Кватте бикьайну гьадабукIа, чидил бакьайну гьабкIа"
"Характер, полученный в люльке, в могилу уносят",Лакьуйлиб гьабалчун хасият ххяже бикъу
Шутка может в ссору перейти,Масхъара хъасхъаралже бахьай
"Ржа ест железо, переживания – душу","Михли – ссим, укIилий – дард"
"Если держать рот, голова будет цела",Муццул бусал – бикI бусу 
"То густо, то пусто","Са дучче ве либде, ве дучче суннеде"
Терпение – ключ от рая,Сабур – алжаналла умхьу
Беда одна не приходит,"Са бакIал ве дикIу, веал сукъуржуд дикIу"
"Где вода застоялась, там снова застоится","Сухъ шин диццу муссан, гьибая диццу"
Пригоршня стала ушат перевешивать,СсягIлижийа дубхь чибулхъан бухубсаб
"Дай Бог хлеба, пока есть зубы",Сулбе лидалле тIулутI бикаб
"Как начнешь, так жизнь и пройдет",Табдяхъибдикьле бахьай дуна
"Если душа (сердце) поместится, поместится и тело",УкIе кабасал вагьйа кусу
"Сладкие речи, горькая душа","УкIе – щахха, бицце муле"
"У пьяного на уме то, что на языке",Уччуухубилла укIилжибзиб мулилтаб бихвай
"И камень бывает легким, коли себе несешь",Хъил букъузиб къа̄ къа бикIвле абихвай
"Если только на небо смотреть, сено не высохнет",Ццагу чивгьуилла ма дугъагъу
На колючке только колючка и вырастет,Ццаццилжиб хIяццацце акквел бикIекIу
В соли даже черви не водятся,Ццилцце мяхъв алгьагьан
"Съевший соль, пусть и воды пьет",Цце дейкунили шинйа деччикка
Новый месяц пусть будет благодатным!,"ЦIи бац баркатла бухаб, баркат хейрилла бухаб, бащиб балгунзиб бухаб!"
Только из стали высекают искры,Чалданниццил аккве цIа кададахьай
Из-за калача лишился хлеба,Чариган багьнал тIулутIлиццил ухъин
"Лучше знает тот, кто столкнулся",Чебукъибиллий гIях бакIул вихвай
"Не спрашивай куда, говори: в счастливый путь","Чина гьадабукIа, саламат викье дукIа"
"Лишь бы, да как бы",Чибле бухуттеле чибгIукьин
Кошка любит теплое местечко,Ччитуй гьамкI мусса бичихъу
"Воду – младшим, дорогу – старшим","Шин викIелий тала, хьуне хвалелий"
"Где вода протекает, там и лопатой орудуют","Шин дахьна, кIятIа ххвярш"
Вода найдет дорогу,Шинни хьуне буукку
Храни порох сухим,Юсан дегъуб даати
"То ли волку, то ли собаке","Я бицIла бихвай, я ххвилла"
"Может поправиться, а может и помереть","Я гIяхбухилалсаб, я бибчIилалсаб"
На земле все чередом,Яргалла дуна саб ей
1,са
2,кIве
3,гIяб
4,агъв
5,хьву
6,эк
7,ве
8,кка
9,гIучIюм
10,вицI
11,вицIну са
12,вицIну кIва
13,вицIну гIяббя
14,вицIну агъва
15,вицIну хьва
16,вицIну экка
17,вицIну вейа
I8,вицIну ккайа
19,вицIну гIучIюмал
20,гъа
21,гъану са
22,гъану кIва
23,гъану гIяббя
24,гъану агъва
25,гъану хьва
26,гъану экка
27,гъану вейа
28,гъану ккайа
29,гъану гIучIюмал
30,гIябцIал
31,гIябцIану са
32,гIябцIану кIва
33,гIябцIану гIяппя
34,гIябцIану агъва
35,гIябцIану хьва
36,гIябцIану эйкка
37,гIябцIану вейа
38,гIябцIану ккайа
39,гIябцIану гIучIюмал
40,агъвцIал
41,агъвцIану са
42,агъвцIану кIва
43,агъвцIану гIяппя
44,агъвцIану агъва
45,агъвцIану хьва
46,агъвцIану экка
47,агъвцIану вейа
48,агъвцIану ккайа
49,агъвцIану гIучIюмал
50,хьуцIал
51,хьуцIану са
52,хьуцIану кIва
53,хьуцIану гIяббя
54,хьуцIану агъва
55,хьуцIану хьва
56,хьуцIану эйкка
57,хьуцIану вейа
58,хьуцIану ккайа
59,хьуцIану гIучIюмал
60,экцIал
61,экцIану са
62,экцIану кIва
63,экцIану гIяббя
64,экцIану агъва
65,экцIану хьва
66,экцIану экка
67,экцIану вейа
68,экцIану ккайа
69,эйкцIану гIучIюмал
70,вецIал
71,вецIану са
72,вецIану кIва
73,вецIану гIяббя
74,вецIану агъва
75,вецIану хьва
76,вейцIану эйкка
77,вецIану вейа
78,вецIану ккайа
79,вецIану гIучIюмал
80,ккацIал
81,ккацIану са
82,ккацIану кIва
83,ккацIану гIяббя
84,ккацIану агъва
85,ккацIану хьва
86,ккацIану экка
87,ккацIану вейа
88,ккацIану ккайа
89,ккацIану гIучIюмал
90,гIучIюмцал
91,гIучIюмцIану са
92,мцIану кIва
93,мцIану гIяббя
94,мцIану агъва
95,мцIану хьва
96,мцIану экка
97,мцIану вейа
98,мцIану ккайа
99,мцIану гIучIюмал
100,дгIяш
101,дгIяшли са
102,дгIяршли кIве
200,кIведгIяш
201,кIведгIяшли са
202,кIведгIяшли кIве
300,гIябдгIяш
400,агъвдгIяш
500,хьвудгIяш
600,экдгIяш
700,ведгIяш
800,ккадгIяш
900,гIучIюмдяш
1000,азий
2000,кIве азий
3000,гIяб азий
4000,агъв азий
один,са
два,кIве
три,гIяб
четыре,агъв
пять,хьву
шесть,эк
семь,ве
восемь,кка
девять,гIучIюм
десять,вицI
одиннадцать,вицIну са
двенадцать,вицIну кIва
тринадцать,вицIну гIяббя
четырнадцать,вицIну агъва
пятнадцать,вицIну хьва
шестнадцать,вицIну экка
семнадцать,вицIну вейа
восемнадцать,вицIну ккайа
девятнадцать,вицIну гIучIюмал
двадцать,гъа
двадцать один,гъану са
двадцать два,гъану кIва
двадцать три,гъану гIяббя
двадцать четыре,гъану агъва
двадцать пять,гъану хьва
двадцать шесть,гъану экка
двадцать семь,гъану вейа
двадцать восемь,гъану ккайа
двадцать девять,гъану гIучIюмал
тридцать,гIябцIал
тридцать один,гIябцIану са
тридцать два,гIябцIану кIва
тридцать три,гIябцIану гIяппя
тридцать четыре,гIябцIану агъва
тридцать пять,гIябцIану хьва
тридцать шесть,гIябцIану эйкка
тридцать семь,гIябцIану вейа
тридцать восемь,гIябцIану ккайа
тридцать девять,гIябцIану гIучIюмал
сорок,агъвцIал
сорок один,агъвцIану са
сорок два,агъвцIану кIва
сорок три,агъвцIану гIяппя
сорок четыре,агъвцIану агъва
сорок пять,агъвцIану хьва
сорок шесть,агъвцIану экка
сорок семь,агъвцIану вейа
сорок восемь,агъвцIану ккайа
сорок девять,агъвцIану гIучIюмал
пятьдесят,хьуцIал
пятьдесят один,хьуцIану са
пятьдесят два,хьуцIану кIва
пятьдесят три,хьуцIану гIяббя
пятьдесят четыре,хьуцIану агъва
пятьдесят пять,хьуцIану хьва
пятьдесят шесть,хьуцIану эйкка
пятьдесят семь,хьуцIану вейа
пятьдесят восемь,хьуцIану ккайа
пятьдесят девять,хьуцIану гIучIюмал
шестьдесят,экцIал
шестьдесят один,экцIану са
шестьдесят два,экцIану кIва
шестьдесят три,экцIану гIяббя
шестьдесят четыре,экцIану агъва
шестьдесят пять,экцIану хьва
шестьдесят шесть,экцIану экка
шестьдесят семь,экцIану вейа
шестьдесят восемь,экцIану ккайа
шестьдесят девять,эйкцIану гIучIюмал
семьдесят,вецIал
семьдесят один,вецIану са
семьдесят два,вецIану кIва
семьдесят три,вецIану гIяббя
семьдесят четыре,вецIану агъва
семьдесят пять,вецIану хьва
семьдесят шесть,вейцIану эйкка
семьдесят семь,вецIану вейа
семьдесят восемь,вецIану ккайа
семьдесят девять,вецIану гIучIюмал
восемьдесят,ккацIал
восемьдесят один,ккацIану са
восемьдесят два,ккацIану кIва
восемьдесят три,ккацIану гIяббя
восемьдесят четыре,ккацIану агъва
восемьдесят пять,ккацIану хьва
восемьдесят шесть,ккацIану экка
восемьдесят семь,ккацIану вейа
восемьдесят восемь,ккацIану ккайа
восемьдесят девять,ккацIану гIучIюмал
девяносто,гIучIюмцал
девяносто один,гIучIюмцIану са
девяносто два,мцIану кIва
девяносто три,мцIану гIяббя
девяносто четыре,мцIану агъва
девяносто пять,мцIану хьва
девяносто шесть,мцIану экка
девяносто семь,мцIану вейа
девяносто восемь,мцIану ккайа
девяносто девять,мцIану гIучIюмал
сто,дгIяш
сто один,дгIяшли са
сто два,дгIяршли кIве
двести,кIведгIяш
двести один,кIведгIяшли са
двести два,кIведгIяшли кIве
триста,гIябдгIяш
четыреста,агъвдгIяш
пятьсот,хьвудгIяш
шестьсот,экдгIяш
семьсот,ведгIяш
восемьсот,ккадгIяш
девятьсот,гIучIюмдяш
тысяча,азий
две тысячи,кIве азий
три тысячи,гIяб азий
четыре тысячи,агъв азий
Язык,Муццул
Язык,Куб
Язык,Гъай
Красивый язык,ГIяляматжуд гъай
Красивый язык,Дукьяжуд гъай
Какими языками ты владеешь?,Чумда гъай дакIуну итти?
"Я владею арабским, русским, кубачинским.","Дам гIярябкуб, гIурускуб, гIугъбуганкуб дакIу."
Какой язык ты изучал в школе?,Сижуд гъай дахиттину итти ушкуллиб?
На каком языке он говорит?,Се кубле гъайукIулну ит ?
"В школе я изучал русский, английский, арабский языки.","Ушкулиб дамми гIурускуб, англиялла куб, гIярабкуб дахид."
На каком языке вы говорите дома?,Се кубле гъайдукIуттану уща хъилид?
Каким языком ты хочешь владеть?,Се куб дахи биккулдину иттий?
Я хочу владеть кубачинским языком.,Дам гIугъбугла гъай дахи биккулда.
Знают ли в вашей семье другие дагестанские языки?,Ищила кулпатлий салте дагъистанна халкьла гъай дакIуйи?
Мой отец и старшие братья знают кумыкский язык.,Дила аттайбал хвалел уцбаддий къумухъла гъай дакIу.
ГОВОРИТЬ,ГЪАЙУКIВИЙ
Вы говорите по-русски (по-кубачински)?,У гIурус (гIугъбуган) кубле гъай укIвути?
"Да, я говорю по-русски (по-кубачински).","Гье, ду гIурус (гIугъбуган кубле гъай укIвуд"
"Нет, я не умею говорить по- русски (по-кубачински).","Уу, ду гIурус (гIугъбуган) кубле гъайукIий ахху (гъайукIвакIвуд)"
Говори медленно.,Багьлал гъайукIве.
О чем он говорит?,Силжил гъайукIулну ил (ей)?
Правильно ли я говорю?,Дудурусле (тахьвле) гъайкукIулдай?
ПОНИМАТЬ,ИГЪИЙ
Ты (вы) понимаешь (понимаете) ,Дила гъай игъулдий итти ?
Мы (я) поняли.,Нисси (дамми) эгъада (эгъад).
Мы (я) не понял(и) Вас (тебя).,Нисси (дамми) эгъегъада (эгъегъад)
ОБРАЩЕНИЕ,ОБРАЩЕНИЕ
Товарищ.,"Уртахъ, къучагъ, юлдаш."
Товарищи.,"Уртакъе,къучагъте, юлдаще."
Мой дорогой/дорогая.,"Дила ихIяр, ихIярзив."
Дорогой папа.,ИхIяр атта.
Милая мама.,ИхIяр аба.
Братья.,Уцбе.
Сестры.,Йуцбе.
Мама.,Аба.
Папа.,Атта.
Девочка. Девушка.,Йуссе.
Мальчик. Сын.,Гал.
Дети.,"Гуле, бикIате."
Дядя.,"Абауцце, аттауцце."
Тетя (по отцу).,Аттайуцце.
Тетя (по матери).,Абайуцце.
Бабушка (по отцу).,Аттааба.
Бабушка (по матери).,"Абаба, абахъаллаба."
Дедушка (по отцу).,Аттаатта.
Дедушка (по матери).,"Абаатта, абахъаллатта."
Вы не скажете…?,Гьаилакквиттий...?
Если можно…?,Ажилалбухале…?
Можно тебя спросить…?,Ицце хьайбагъи ажилалий…?
Можно вас спросить…?,Уща хьайдагъи ажилалий…?
ПРИВЕТСТВИЕ,САЛАМКУБ
ПРИВЕТСТВИЕ,САЛАМТЕ
Здравствуй. Доброе утро (к муж.),"Валгьиттий, усситтий."
Здравствуй. Доброе утро (к жен.),"Йалгьиттий, йусситтий."
Здравствуйте (мн.ч.).,Далгьиттай дусситтай.
Салам. С приездом.,Салам. Чарухъиттий.
Очень рад вам.,Ищи ду гьакал разилда.
Как дела?,"Се тяхIярну, се кьядану?"
Как твои дела?,У силвикьулдину?
"Спасибо, хорошо.","Баркалла, гIяхлида."
"Спасибо, неплохо.","Баркалла, хъямле ада."
Как здоровье?,Арадихьла се тяхIярну?
Как жизнь?,Гьунар-бажар?
Как семья?,Ила кулпат у?
Как чувствуешь себя?,Се кьядану?
Как чувствуют себя ваши (родные) родители?,(Багьанталла се кьядану?) Атта аба силбикьулну?
"Спасибо, мы живем хорошо.","Баркалла, нусса хъямле ада."
Какие у вас новости?,Се хабарте лидну? Се хабартину?
Какие новости у вас на работе?,ГIячилжид се хабартину?
"Спасибо, у нас нет особых новостей.","Баркалла, сечIу дикIезиб хабар либакква."
Давно мы не встречались.,Нусса дахъе къаршедухахада.
Как твоя семья?,Ила кулпатла се тяхIярну?
Все в порядке.,"Хъямле ада, гIяхлида."
Как здоровье у твоего отца?,Ила аттала арадихь?
...твоей матери?,Ила абала…?
...твоего тестя?,Ила хьунулла аттала…?
...твоей тещи? Имя твоей жены Имя дочки,Ила хьхьунулла абала…? Ила хьхьунулла зу (дибала) Йуссила зу (дибала)
"Спасибо, у отца хорошее здоровье.","Баркалла, аттала арадихь хъямле асаб."
Передай привет семье.,Кулпатли саламте дишдукъа.
Обязательно передам. И вы передайте.,Дукъила. Удилъйа дишдукъа.
Как дела у вашего (вашей) сына (дочери)?,Галла (йуссилла) се тяхIярну?
"Спасибо, все хорошо.","Щукур аллагьлицце, хъямле асаб"
НА УЛИЦЕ,КЪАТТАБ
НА УЛИЦЕ,ХЬХЬУНИЖИБ
Улица.,"Къаттала, хьхьуне"
На улице.,"Къаттаб, хьхьунижиб."
На улицу.,"Къатта, хьхьуниже."
"На какой улице ваш дом (школа, университет)?","Чина къаттабну ишшила хъал (ушккулла, университет)?"
"Наш дом (школа, университет) находится на улице Шамиля.","Ниссила хъал (ушккулла, университет) Шамилла къаттабсаб."
На этой улице много высоких домов.,"Их (ит, икI) къаттаб ххял ахъщуд хъулбе хид ( тид, чIид)."
Где вы берете воду?,Шин чинал саттикъиттану ущадил?
Мы каждое утро ходим к роднику за водой.,Гьар ччавала къуллан хьун дахьуда.
Воду берем с речки. Какое название у речки.,АкIвлижил шин гьаттикъида. АкIвла се дибалану?
Какое название у родника?,Кьулалла се дибалану?
Улица широкая (узкая).,"Къаттала укьатзиб, бугьитзиб"
С одной стороны улица упирается в парк.,Саннищал къаттала парклитаб кабуххулсаб.
Рядом с заводом (институтом) кинотеатр и кукольный театр.,"Заводла (институтла) щулиб кинотеатирбал, начубалла театир тиб."
Чьим именем названа эта улица?,Чила дибалаллану (зулану) ей къаттала?
Эта улица названа именем ПетраI.,Ей къаттала Петр I-ла дибалалла (зулла) саб.
Еще какие улицы есть в Махачкале?,Салте сижуд къаттубе лидну Анжилид?
"В нашем городе есть еще улицы имени Батырая, Имама Шамиля, Расула Гамзатова, Ахмедхан Абу- Бакарла и т.д.","Ниссила шагьарлиццид Батирайла, Имам Шамильла, Расул Гамзатовла, ГIяхIмядхан Абубакарра ва салталла зуме (дибалуме) чиджуд къаттубе лид."
По этой улице ходят только автобусы?,Ей къаттад автобусте акквал дахьахьай?
Где можно поймать такси?,Чинаб агайну такси бусий?
Такси можно поймать на том/этом месте.,Такси бусий агай ит/ей/их/ик! муссаннаб.
ЗНАКОМСТВО,ЧИЙУЛХIНЕ
Знакомство.,ЧийулхIне.
Знакомый.,ВакIузив.
Знакомить,"Чивути, чийути, чибути."
Познакомиться,гIулхIи.
Узнать, гIулхIи.
Узнать,ЧийулхIи
Познакомиться,ЧийулхIи
Давай (те) познакомимся.,гьаре чийдулхIе сали-са?
Меня зовут Али.,Дамми ГIяле букIвай.
Как тебя/ Вас зовут?,Итти ча букIайну?
"Напишите, пожалуйста, ваше имя/ фамилию.","Кабга, гьаре, ила зу ( кьам)."
Имя. Название.,Зу. Дибала.
Меня зовут Магомед.,Дам МухIуммяд букIвай.
Назови-ка мне,"Гьаа гьаре, дамми дагъисталанталла са-кIве дибала (зу)."
несколько дагестанских имен.,
Какое имя тебе/ Вам больше всего нравится?,Сизиб дибала (зу) итти гьис биккайну?
Мне нравится имя Ильяс.,Дам Ильяс гьис биккай.
Отец.,Атта.
Отчество.,Аттала зу/отчество. 
 Фамилия.,Кьам.
Я хотел (а) бы узнать твое/ Ваше отчество.,Даммий (дам) ила аттала дибала (зу) булхIий биккулда.
Моего отца зовут Мухтар.,Дила аттай Мухтар букIвай.
Как ваша фамилия (Вы из какого рода?),У чилахъалла вихутну?
Вы не сын (дочь) Гаджи?,У ХIяжила гал (йуссе) адий ?
Хочу познакомить тебя (вас) со своими товарищами.,Дам йитте дила уртакъаццил уща чийдулхIяхъий биккулда.
Познакомь (те) меня (нас) с твоими (вашими) друзьями.,Нусса ила уртакъаццил чийдулхIяхъаба.
Вы кем приходитесь ему ?,Итти ча агулну ил/икI/ит?
Я хочу познакомиться с той девушкой.,Дам ид йуссе чийулхIий биччид
Я его (ее) отец.,Ду итила аттада.
...брат.,...уццида.
...сестра.,...йуццида.
...дядя (по отцу).,...аттала уццида.
...дядя (по матери).,...абала уццида.
...дедушка по отцу/матери.,...аттааттада. абахъаллааттада.
...бабушка по отцу/ матери.,"...аттаабада, абахъаллаабада."
...невеста.,...йаччибхьадда.
...жених.,...ваччибтубда.
...друг.,"....уртахъда, юлдашда."
...знакомый.,…. ВакIузивда (вакIузивсав).
...сын.,...галда.
...дочь.,...йуссида.
...мать.,...абада.
...сосед /соседка.,...денеда.
...жена.,...хьунулда.
...муж.,...адамеда.
Я ему никто.,Ду ити чачIу ада.
У нас нет никаких родственных отношений.,Ниссилла тухумдище лидакква.
"Хотелось бы узнать, откуда вы (ты).",У чащандил булхIий биччид.
Я из Кубачи/ Ашты / Сулевкента,Ду ГIуъбуганда/ Иштанда/ Сулеканда.
Где ты (вы) работаешь (работаете)?,У (уща) чинав (чинад) викьулдин (дикьулдан)?
Я пока не работаю.,Ду сухъла акьулда (викьулада).
Я учусь.,Ду учIунда.
Я – учитель/врач/продавец.,"Ду учитилда/ духтурда/, туканчида."
Знаете ли вы его (ее)?,Итти ид вакIуй (йакIуй)?
"Конечно, знаю.","Гье, вакIу (йакIу)."
Они мои хорошие знакомые.,Итте дам гьяхле бакIужубсав.
Вы кем приходитесь ему?,У итила чадину?
Вы кем приходитесь ему?,У итий ча агулдину?
Чей ты сын?,У чила галдину?
Чья ты дочь?,У чила йусседину?
Кто твой брат?,Ила уцце часавну?
Кто твоя сестра?,Чану ила йуцце?
В ГОСТЯХ,ХХГIУЛАТЛЕ
Гость.,ХхгIул.
В гостях.,ХхгIулатле.
К нам приехали гости.,Ниссищуб ххгIуле хиб
К нам сегодня должны приехать гости.,Ниссищу иял ххгIуле сякьунжуб саб.
"В доме, где не бывают гости, не найти ни счастья, ни благоденствия.","ХхгIуле акква хъилиб я ццихъдихь, я баракат хибабихвай."
"Заходите, заходите, мы вас давно ждем.","Гьаттухъина, гьаттухъина нусса ищи ихьвлиал гьейкъекаттижибда."
"Снимите пальто,","Чийсахьва пIалтIу, йане чибдахъий гъамсаб"
вот сюда можно повесить.,
Садитесь на эти стулья.,Каттига хитте гутнаже.
...на диван.,...диванниже.
Как доехали?,"Сагъун саттагъаттан, инжит духатай?"
Не устали ли на дороге?,Дацциттай хьунижид?
Почему вы так редко стали к нам приезжать?,Сили камле саттахьулдан ниссищу?
"Давно хотели приехать, но никак не получалось.","Дахъе лидда сякьи биккулихьали, агаагул."
"Слава богу, что хоть на этот раз удалось приехать.","Аллагьлицце шукур, хена иллай сякьи агул."
Сейчас нам принесут хинкал.,БуссахIят нисси ккуц сакъилалсаб.
Ваш хинкал с орехами и чесноком – очень вкусное блюдо. Я очень сытно поел.,Ищила хъихьв-сейже чикатIибзиб кӯц гьакал биццизиб бийхвай. Ду вилкъадаже укид.
Давайте выпьем сейчас чай с вареньем.,На чяйла де̄ чче мураппалццила.
Очень вкусное варенье.,Мураппа гьакал биццизиб саб.
Из чего оно сделано?,Силла мураппану ей?
Это кизиловое варенье.,Ей ччунабилла мураппа саб.
Кизил мы собираем в нашем лесу.,Нуссадил ччунабе ниссила дуццанад чукурдикьида.
"Мы вернемся домой, спокойной ночи вам!",На нусса дашилла. Ищий дучче-дярххя гIяхдухаб.
И вам счастливо ехать!,Ущайа саламатдикьа!
ПРОСЬБА,ТИЛАДЕ
Просить.,ТиладеукIи. Тиладебийкьи.
Попросить.,Тиладеба̄ кьи.
Прошу.,Тиладе саб. Тиладебийкьулда.
Не откажи мою просьбу.,Дила тиладе чарбūкьмēкьит.
Прошу тебя/ Вас выслушать меня.,"Дамми ляйгувачIе, тиладе саб."
"Помогите, пожалуйста,",Ей гIядрис хIясибле хъал
найти мне дом по этому адресу.,ба̄ ччи дам кумакбакьакква.
Помоги(те) донести вещи до остановки автобуса.,Абтубус тIашбийцна макьиннай иримажа дукъий кумакба̄ кьакква.
"Помогите, пожалуйста, мне перейти улицу.",Хьхьунилжил чийвидухъи кумакба̄ кьакква.
"Проводите нас, пожалуйста.","Нусса тахьвдакьаба, тиладе саб."
Прошу показать мне город.,"Даммий шагьар бахкквахъа, тиладе саб."
"Поедемте с нами, пожалуйста, до вокзала.","Ниссиццил вазгалле ваш, тиладе саб."
Подождите меня здесь.,Даммий тIашдицца янид.
"Не забудь, пожалуйста, проводить меня на поезд.","Ду пуездлищу тахьвидакьи хъумутматит, тиладе саб."
Не забудь о моей просьбе.,Дила тиладе хъумутматит.
Я выполню все ваши просьбы.,Дудил ила гьаибзиб бакьила.
Покажите мне это платье.,ИкI агва бахкквахъа дамми.
"Дайте мне, пожалуйста, билет до Москвы (Кубачи, Махачкалы, Дербента).","Гьакка дам Маскавле (ГIугъубяже, Анжил, Чуле) гIукьи билет."
Просьба написать мне письмо.,"Тиладе бикьулда, дам кIа кабга."
Разрешите войти.,Ихтияр гьакка вингьавхъий.
...выйти.,...винийкавхъий.
...сойти.,...чикавхъий.
...сесть.,...кижий.
...уйти.,...ваший.
...взять.,...гьабалчий.
...забрать.,...квийсабалчий.
...прочитать.,...кабилчIахъий.
...проводить.,...тахьвидакьий.
...встретить.,...хьвавакьий.
...посмотреть.,...вахкквий.
БЛАГОДАРНОСТЬ,БАРКАЛЛА
Благодарность.,Баркалла.
Спасибо.,Баркалла.
Большое спасибо.,Хвалазиб баркалла.
Я благодарен вам…,Иттий баркалла укIуд…
…за угощение.,…вахнилий.
…за подарки.,…савгъатлий.
…за добрую весть.,…гIях хабаррий.
Долгих лет жизни вам!,ГIумрул вилкъин у!
Я поблагодарил его.,Дудил итий баркалла биккад.
До конца дней своих буду тебя благодарить.,МицIел ливалле иттий баркалла укIилла.
Спасибо тебе! Долгой жизни и благоденствия детям твоим!,Баркалла иттий! Кулпат бехъаб ила!
ЛЮБОВЬ,ДИККА
Любовь.,Дикка.
Любовь невесты.,Йаччибхьадла дикка.
Любовь сестры. Любовь жениха,Йуццилла дикка. Ваччибтубла дикка
Он очень любит свою жену.,Итий синна хьхьунул гьакал йиччихъу.
Я очень люблю кубачинскую природу.,Дам гьакал (цIакьле) ГIугъбугла тIабигIят биччихъид.
Я люблю ездить (ходить) по окрестностям селения.,Дамми щилла алав ваший биччихъид.
Кого ты больше любишь?,Иттий ча гьис виччихъитну?
"Любовь не считается ни со старостью, ни с молодостью.","Диккалий ухънадихь, ва жагьилдихь ахху."
Ты мне нравишься ( к жен). Ты мне нравишься ( к муж).,Даммий у гIяхтакайиццулда Даммий у гIяхтакиццулда
Я люблю его /ее.,Даммий ит виккулда/йиккулда
БОЛЬНИЦА,БОЛЬНИЦА
Больница.,Больница.
Больной (ая).,Иццузив (ий).
Болезнь.,Иццала.
Болеть.,Ицций.
Внезапно заболел.,Ххапле иццанухуб.
Срочно вызовите «Скорую помощь»!,Гьалакле «Скорая помощли» вявкабекIа!
Вызовите врача!,"Духтурлицце вявкабекIа, духтур тIалабвакьа"
Его нужно немедленно отвезти в больницу.,Ей ихьвле (гьалакле) больницал учи бажилсаб.
Где приемный покой?,Иццужуб хьвабикьу мусса чинабну (гьаре)?
В каком отделении лежит ваш больной?,Кучил отделенияливну киссун ищила иццузив?
В каком отделении эта палата?,Ил палата кучил отделениялибну?
На каком этаже это отделение?,Ил отделение чумъибил дяхлижибну?
"Мы его положили в палату хирургического (терапевтического,","Нуссадил ил ка̄ кьада хирургиялла (терапиялла, неврологиялла) отделениялла палатал."
неврологического) отделения.,
Ему необходимо курортное лечение.,Йили курортлиже гIукьий бажилсаб
Как фамилия его лечащего врача?,Илла духтурра фамилия сизибну?
Как ваше самочувствие?,Се тяхIярну ила арадихь?
На что жалуетесь?,Се иццулну?
Как вы спите?,Бильссалла се кьядану?
"Не волнуйся, мы обязательно вылечим тебя!",КьакьавикIмекIут. нуссадил у гIяхвакьила!
Сын болен.,Гал иццулсав.
Отец болен.,Атта иццулсав.
Мать больна.,Аба иццулсай.
Брат болен.,Уцце иццулсав.
Сестра больна.,Йуцце иццулсай.
Племянник болен.,Уццилла (йуццилла) гал иццулсав.
Племянница больна.,Уццилла (йуццилла) йуссе иццулсай.
Бабушка больна.,Аттаба/абаба иццулсай.
Дедушка болен.,"Аттата, абатта иццулсав."
Что болит у вашего ребенка (м.р.)/(ж. р.)?,Се иццулну ишшила галла (йуссила)?
На что вы жалуетесь?,Ила се иццулну?
У него часто поднимается температура.,Йилла гIяла-ле температура гьабахьулсаб.
У меня болит рука.,Дила няхъ иццулсаб.
У него болит голова.,Илла бикI иццулсаб.
Живот.,КIултIа.
Ухо (уши).,Ляй (лгIуппе).
Горло.,Кьахха.
Глаз (глаза).,Уле (улбе).
Зуб (зубы).,Сула (сулбе).
Сердце.,ӮкIе.
Поясница.,Ваг.
Спина.,Къахъ.
Нога (ноги).,ТIгIуй (тIгIуме).
У меня кружится голова.,БикI ччурсабигулсаб дила.
Я плохо вижу правым глазом.,Даммий гIяххил улилццил хъямле тесабилгунда.
Его мучает сильный кашель.,Ит хъагьле гьакал инжитвийкьул сав.
Раздевайтесь до пояса.,"Ваглижекагъун, палтар чихIяхя."
Поднимите рубашку.,Агвачан ахъчийгьабакьа.
Снимите обувь.,Ттаппе чийкяхя.
Ложитесь на кушетку.,Йей тахталже киссин.
Ложитесь на спину.,Къахълиже киссин.
Здесь болит? А здесь?,Йанила иццули? Гье йанила?
Повернитесь ко мне.,Дищу ччурсиже.
Повернитесь ко мне спиной.,Дищу къахътал киже.
Дышите (не дышите).,СсигьукIе (ссигьукIмакIут).
Дышите глубже.,Ццукьле ссигьукIе.
Одевайтесь.,Палтар чахи.
Покажите язык.,Муццул такабакIа.
